req_len,body_len,cookie_len,ua_len,has_sql_kw,has_cmd_kw,has_traversal,Target
40.0,202.0,255.0,68.0,0,0,0,1
40.0,201.0,254.0,68.0,0,0,0,1
40.0,201.0,250.0,68.0,0,0,0,1
40.0,205.0,257.0,68.0,0,0,0,1
40.0,223.0,254.0,68.0,0,0,0,1
40.0,219.0,256.0,68.0,0,0,0,1
40.0,216.0,253.0,68.0,0,0,0,1
40.0,218.0,257.0,68.0,0,0,0,1
40.0,218.0,252.0,68.0,0,0,0,1
40.0,218.0,255.0,68.0,0,0,0,1
40.0,216.0,255.0,68.0,0,0,0,1
40.0,216.0,257.0,68.0,0,0,0,1
40.0,223.0,257.0,68.0,0,0,0,1
40.0,220.0,253.0,68.0,0,0,0,1
40.0,199.0,259.0,68.0,0,0,0,1
40.0,200.0,254.0,68.0,0,0,0,1
40.0,200.0,257.0,68.0,0,0,0,1
40.0,199.0,253.0,68.0,0,0,0,1
40.0,197.0,256.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,209.0,251.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,219.0,252.0,68.0,0,0,0,1
40.0,495.0,257.0,68.0,0,0,0,1
40.0,218.0,252.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,221.0,254.0,68.0,0,0,0,1
40.0,495.0,251.0,68.0,0,0,0,1
40.0,226.0,254.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,222.0,255.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,495.0,251.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,495.0,251.0,68.0,0,0,0,1
40.0,493.0,253.0,68.0,0,0,0,1
40.0,496.0,255.0,68.0,0,0,0,1
40.0,496.0,255.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,499.0,251.0,68.0,0,0,0,1
40.0,499.0,251.0,68.0,0,0,0,1
40.0,218.0,252.0,68.0,0,0,0,1
40.0,213.0,255.0,68.0,0,0,0,1
40.0,209.0,252.0,68.0,0,0,0,1
40.0,210.0,251.0,68.0,0,0,0,1
40.0,217.0,252.0,68.0,0,0,0,1
40.0,215.0,252.0,68.0,0,0,0,1
40.0,209.0,255.0,68.0,0,0,0,1
40.0,212.0,253.0,68.0,0,0,0,1
40.0,481.0,256.0,68.0,0,0,0,1
40.0,481.0,254.0,68.0,0,0,0,1
40.0,480.0,249.0,68.0,0,0,0,1
40.0,481.0,251.0,68.0,0,0,0,1
40.0,216.0,254.0,68.0,0,0,0,1
40.0,217.0,256.0,68.0,0,0,0,1
40.0,480.0,257.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,219.0,257.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,220.0,251.0,68.0,0,0,0,1
40.0,495.0,255.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,221.0,252.0,68.0,0,0,0,1
40.0,495.0,255.0,68.0,0,0,0,1
40.0,221.0,256.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,495.0,255.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,495.0,255.0,68.0,0,0,0,1
40.0,477.0,252.0,68.0,0,0,0,1
40.0,477.0,255.0,68.0,0,0,0,1
40.0,476.0,256.0,68.0,0,0,0,1
40.0,477.0,251.0,68.0,0,0,0,1
40.0,476.0,252.0,68.0,0,0,0,1
40.0,493.0,254.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,499.0,257.0,68.0,0,0,0,1
40.0,499.0,254.0,68.0,0,0,0,1
40.0,221.0,250.0,68.0,0,0,0,1
40.0,214.0,252.0,68.0,0,0,0,1
40.0,218.0,254.0,68.0,0,0,0,1
40.0,215.0,253.0,68.0,0,0,0,1
40.0,211.0,258.0,68.0,0,0,0,1
40.0,221.0,254.0,68.0,0,0,0,1
40.0,221.0,255.0,68.0,0,0,0,1
40.0,217.0,253.0,68.0,0,0,0,1
40.0,219.0,253.0,68.0,0,0,0,1
40.0,220.0,254.0,68.0,0,0,0,1
40.0,481.0,252.0,68.0,0,0,0,1
40.0,481.0,255.0,68.0,0,0,0,1
40.0,480.0,257.0,68.0,0,0,0,1
40.0,481.0,252.0,68.0,0,0,0,1
40.0,480.0,256.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,218.0,254.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,219.0,253.0,68.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,219.0,252.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,221.0,251.0,68.0,0,0,0,1
40.0,495.0,255.0,68.0,0,0,0,1
40.0,220.0,253.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,219.0,254.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,495.0,250.0,68.0,0,0,0,1
40.0,477.0,251.0,68.0,0,0,0,1
40.0,477.0,257.0,68.0,0,0,0,1
40.0,476.0,254.0,68.0,0,0,0,1
40.0,477.0,251.0,68.0,0,0,0,1
40.0,476.0,255.0,68.0,0,0,0,1
40.0,493.0,254.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,496.0,255.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,499.0,253.0,68.0,0,0,0,1
40.0,499.0,256.0,68.0,0,0,0,1
40.0,206.0,253.0,68.0,0,0,0,1
40.0,205.0,252.0,68.0,0,0,0,1
40.0,202.0,255.0,68.0,0,0,0,1
40.0,203.0,255.0,68.0,0,0,0,1
40.0,203.0,251.0,68.0,0,0,0,1
40.0,217.0,251.0,68.0,0,0,0,1
40.0,218.0,257.0,68.0,0,0,0,1
40.0,217.0,257.0,68.0,0,0,0,1
40.0,217.0,257.0,68.0,0,0,0,1
40.0,218.0,251.0,68.0,0,0,0,1
40.0,215.0,255.0,68.0,0,0,0,1
40.0,216.0,250.0,68.0,0,0,0,1
40.0,215.0,254.0,68.0,0,0,0,1
40.0,219.0,252.0,68.0,0,0,0,1
40.0,218.0,252.0,68.0,0,0,0,1
40.0,199.0,254.0,68.0,0,0,0,1
40.0,199.0,252.0,68.0,0,0,0,1
40.0,481.0,254.0,68.0,0,0,0,1
40.0,198.0,255.0,68.0,0,0,0,1
40.0,481.0,255.0,68.0,0,0,0,1
40.0,196.0,251.0,68.0,0,0,0,1
40.0,480.0,254.0,68.0,0,0,0,1
40.0,196.0,254.0,68.0,0,0,0,1
40.0,481.0,253.0,68.0,0,0,0,1
40.0,211.0,252.0,68.0,0,0,0,1
40.0,480.0,253.0,68.0,0,0,0,1
40.0,218.0,250.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,220.0,251.0,68.0,0,0,0,1
40.0,496.0,258.0,68.0,0,0,0,1
40.0,222.0,257.0,68.0,0,0,0,1
40.0,495.0,252.0,68.0,0,0,0,1
40.0,223.0,254.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,220.0,252.0,68.0,0,0,0,1
40.0,495.0,255.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,496.0,255.0,68.0,0,0,0,1
40.0,495.0,257.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,495.0,250.0,68.0,0,0,0,1
40.0,477.0,253.0,68.0,0,0,0,1
40.0,477.0,254.0,68.0,0,0,0,1
40.0,476.0,250.0,68.0,0,0,0,1
40.0,477.0,254.0,68.0,0,0,0,1
40.0,476.0,252.0,68.0,0,0,0,1
40.0,493.0,256.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,496.0,258.0,68.0,0,0,0,1
40.0,499.0,256.0,68.0,0,0,0,1
40.0,499.0,253.0,68.0,0,0,0,1
40.0,221.0,255.0,68.0,0,0,0,1
40.0,218.0,251.0,68.0,0,0,0,1
40.0,218.0,253.0,68.0,0,0,0,1
40.0,214.0,256.0,68.0,0,0,0,1
40.0,216.0,251.0,68.0,0,0,0,1
40.0,481.0,256.0,68.0,0,0,0,1
40.0,481.0,256.0,68.0,0,0,0,1
40.0,221.0,256.0,68.0,0,0,0,1
40.0,480.0,253.0,68.0,0,0,0,1
40.0,481.0,250.0,68.0,0,0,0,1
40.0,216.0,256.0,68.0,0,0,0,1
40.0,480.0,252.0,68.0,0,0,0,1
40.0,220.0,251.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,220.0,254.0,68.0,0,0,0,1
40.0,495.0,252.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,218.0,252.0,68.0,0,0,0,1
40.0,495.0,250.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,496.0,258.0,68.0,0,0,0,1
40.0,495.0,254.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,495.0,252.0,68.0,0,0,0,1
40.0,477.0,256.0,68.0,0,0,0,1
40.0,477.0,257.0,68.0,0,0,0,1
40.0,476.0,256.0,68.0,0,0,0,1
40.0,217.0,255.0,68.0,0,0,0,1
40.0,477.0,253.0,68.0,0,0,0,1
40.0,217.0,255.0,68.0,0,0,0,1
40.0,476.0,256.0,68.0,0,0,0,1
40.0,219.0,260.0,68.0,0,0,0,1
40.0,493.0,254.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,217.0,254.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,219.0,256.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,499.0,254.0,68.0,0,0,0,1
40.0,221.0,257.0,68.0,0,0,0,1
40.0,499.0,253.0,68.0,0,0,0,1
40.0,200.0,254.0,68.0,0,0,0,1
40.0,194.0,255.0,68.0,0,0,0,1
40.0,203.0,251.0,68.0,0,0,0,1
40.0,202.0,257.0,68.0,0,0,0,1
40.0,206.0,254.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,198.0,257.0,68.0,0,0,0,1
40.0,203.0,254.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,495.0,251.0,68.0,0,0,0,1
40.0,217.0,254.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,222.0,253.0,68.0,0,0,0,1
40.0,217.0,257.0,68.0,0,0,0,1
40.0,495.0,252.0,68.0,0,0,0,1
40.0,216.0,253.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,217.0,257.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,221.0,250.0,68.0,0,0,0,1
40.0,220.0,253.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,219.0,256.0,68.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,219.0,260.0,68.0,0,0,0,1
40.0,220.0,253.0,68.0,0,0,0,1
40.0,203.0,250.0,68.0,0,0,0,1
40.0,200.0,254.0,68.0,0,0,0,1
40.0,197.0,258.0,68.0,0,0,0,1
40.0,198.0,253.0,68.0,0,0,0,1
40.0,493.0,259.0,68.0,0,0,0,1
40.0,198.0,252.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,213.0,257.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,215.0,255.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,499.0,250.0,68.0,0,0,0,1
40.0,218.0,252.0,68.0,0,0,0,1
40.0,499.0,254.0,68.0,0,0,0,1
40.0,220.0,256.0,68.0,0,0,0,1
40.0,223.0,254.0,68.0,0,0,0,1
40.0,216.0,255.0,68.0,0,0,0,1
40.0,191.0,251.0,79.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,185.0,253.0,79.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,186.0,255.0,78.0,0,0,0,1
40.0,495.0,252.0,68.0,0,0,0,1
40.0,190.0,255.0,79.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,190.0,256.0,78.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,187.0,252.0,84.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,188.0,255.0,84.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,187.0,250.0,83.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,185.0,252.0,84.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,495.0,254.0,68.0,0,0,0,1
40.0,188.0,253.0,83.0,0,0,0,1
40.0,183.0,254.0,84.0,0,0,0,1
40.0,189.0,251.0,84.0,0,0,0,1
40.0,188.0,252.0,83.0,0,0,0,1
40.0,192.0,253.0,84.0,0,0,0,1
40.0,191.0,254.0,83.0,0,0,0,1
40.0,191.0,256.0,76.0,0,0,0,1
40.0,493.0,252.0,68.0,0,0,0,1
40.0,189.0,258.0,76.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,190.0,255.0,75.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,186.0,257.0,76.0,0,0,0,1
40.0,496.0,258.0,68.0,0,0,0,1
40.0,188.0,255.0,75.0,0,0,0,1
40.0,499.0,254.0,68.0,0,0,0,1
40.0,499.0,258.0,68.0,0,0,0,1
40.0,186.0,257.0,93.0,0,0,0,1
40.0,190.0,251.0,94.0,0,0,0,1
40.0,186.0,253.0,94.0,0,0,0,1
40.0,192.0,252.0,94.0,0,0,0,1
40.0,190.0,257.0,95.0,0,0,0,1
40.0,187.0,251.0,95.0,0,0,0,1
40.0,187.0,253.0,76.0,0,0,0,1
40.0,190.0,251.0,77.0,0,0,0,1
40.0,186.0,259.0,77.0,0,0,0,1
40.0,190.0,255.0,68.0,0,0,0,1
40.0,188.0,251.0,68.0,0,0,0,1
40.0,193.0,251.0,68.0,0,0,0,1
40.0,187.0,255.0,68.0,0,0,0,1
40.0,187.0,259.0,68.0,0,0,0,1
40.0,190.0,254.0,68.0,0,0,0,1
40.0,194.0,256.0,68.0,0,0,0,1
40.0,186.0,252.0,68.0,0,0,0,1
40.0,188.0,260.0,68.0,0,0,0,1
40.0,187.0,256.0,68.0,0,0,0,1
40.0,191.0,252.0,68.0,0,0,0,1
40.0,193.0,254.0,68.0,0,0,0,1
40.0,187.0,255.0,68.0,0,0,0,1
40.0,188.0,254.0,68.0,0,0,0,1
40.0,189.0,253.0,68.0,0,0,0,1
40.0,188.0,254.0,68.0,0,0,0,1
40.0,188.0,253.0,68.0,0,0,0,1
40.0,496.0,255.0,68.0,0,0,0,1
40.0,189.0,253.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,193.0,253.0,68.0,0,0,0,1
40.0,185.0,253.0,68.0,0,0,0,1
40.0,495.0,254.0,68.0,0,0,0,1
40.0,189.0,257.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,495.0,254.0,68.0,0,0,0,1
40.0,191.0,250.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,190.0,253.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,188.0,254.0,68.0,0,0,0,1
40.0,184.0,254.0,68.0,0,0,0,1
40.0,495.0,257.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,186.0,258.0,68.0,0,0,0,1
40.0,186.0,260.0,68.0,0,0,0,1
40.0,495.0,257.0,68.0,0,0,0,1
40.0,188.0,252.0,68.0,0,0,0,1
40.0,187.0,253.0,68.0,0,0,0,1
40.0,190.0,250.0,68.0,0,0,0,1
40.0,192.0,255.0,68.0,0,0,0,1
40.0,189.0,256.0,68.0,0,0,0,1
40.0,188.0,258.0,68.0,0,0,0,1
40.0,493.0,254.0,68.0,0,0,0,1
40.0,185.0,255.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,190.0,254.0,68.0,0,0,0,1
40.0,186.0,251.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,188.0,256.0,68.0,0,0,0,1
40.0,499.0,256.0,68.0,0,0,0,1
40.0,191.0,252.0,68.0,0,0,0,1
40.0,499.0,259.0,68.0,0,0,0,1
40.0,192.0,252.0,68.0,0,0,0,1
40.0,191.0,255.0,68.0,0,0,0,1
40.0,187.0,253.0,68.0,0,0,0,1
40.0,189.0,252.0,68.0,0,0,0,1
40.0,188.0,255.0,68.0,0,0,0,1
40.0,186.0,253.0,68.0,0,0,0,1
40.0,190.0,254.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,187.0,255.0,68.0,0,0,0,1
40.0,191.0,250.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,189.0,252.0,68.0,0,0,0,1
40.0,495.0,256.0,68.0,0,0,0,1
40.0,190.0,254.0,68.0,0,0,0,1
40.0,496.0,257.0,68.0,0,0,0,1
40.0,190.0,254.0,68.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,193.0,252.0,68.0,0,0,0,1
40.0,190.0,255.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,186.0,250.0,68.0,0,0,0,1
40.0,495.0,257.0,68.0,0,0,0,1
40.0,189.0,254.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,495.0,248.0,68.0,0,0,0,1
40.0,189.0,256.0,68.0,0,0,0,1
40.0,190.0,250.0,68.0,0,0,0,1
40.0,188.0,252.0,68.0,0,0,0,1
40.0,186.0,256.0,68.0,0,0,0,1
40.0,190.0,252.0,68.0,0,0,0,1
40.0,186.0,257.0,68.0,0,0,0,1
40.0,191.0,252.0,68.0,0,0,0,1
40.0,493.0,250.0,68.0,0,0,0,1
40.0,496.0,255.0,68.0,0,0,0,1
40.0,190.0,256.0,68.0,0,0,0,1
40.0,189.0,255.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,186.0,254.0,68.0,0,0,0,1
40.0,496.0,252.0,68.0,0,0,0,1
40.0,499.0,254.0,68.0,0,0,0,1
40.0,187.0,255.0,68.0,0,0,0,1
40.0,192.0,254.0,68.0,0,0,0,1
40.0,499.0,251.0,68.0,0,0,0,1
40.0,187.0,254.0,68.0,0,0,0,1
40.0,189.0,249.0,68.0,0,0,0,1
40.0,189.0,256.0,68.0,0,0,0,1
40.0,188.0,254.0,68.0,0,0,0,1
40.0,189.0,252.0,68.0,0,0,0,1
40.0,192.0,251.0,68.0,0,0,0,1
40.0,190.0,251.0,68.0,0,0,0,1
40.0,481.0,257.0,68.0,0,0,0,1
40.0,481.0,260.0,68.0,0,0,0,1
40.0,480.0,251.0,68.0,0,0,0,1
40.0,481.0,252.0,68.0,0,0,0,1
40.0,480.0,258.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,495.0,251.0,68.0,0,0,0,1
40.0,496.0,251.0,68.0,0,0,0,1
40.0,495.0,250.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,496.0,253.0,68.0,0,0,0,1
40.0,495.0,253.0,68.0,0,0,0,1
40.0,496.0,250.0,68.0,0,0,0,1
40.0,495.0,252.0,68.0,0,0,0,1
40.0,477.0,254.0,68.0,0,0,0,1
40.0,477.0,255.0,68.0,0,0,0,1
40.0,476.0,251.0,68.0,0,0,0,1
40.0,477.0,252.0,68.0,0,0,0,1
40.0,476.0,251.0,68.0,0,0,0,1
40.0,493.0,251.0,68.0,0,0,0,1
40.0,496.0,255.0,68.0,0,0,0,1
40.0,496.0,256.0,68.0,0,0,0,1
40.0,496.0,254.0,68.0,0,0,0,1
40.0,499.0,253.0,68.0,0,0,0,1
40.0,499.0,258.0,68.0,0,0,0,1
40.0,467.0,251.0,79.0,0,0,0,1
40.0,467.0,255.0,79.0,0,0,0,1
40.0,467.0,257.0,78.0,0,0,0,1
40.0,467.0,250.0,79.0,0,0,0,1
40.0,467.0,257.0,78.0,0,0,0,1
40.0,467.0,254.0,84.0,0,0,0,1
40.0,467.0,249.0,84.0,0,0,0,1
40.0,467.0,257.0,83.0,0,0,0,1
40.0,467.0,251.0,84.0,0,0,0,1
40.0,467.0,253.0,83.0,0,0,0,1
40.0,467.0,253.0,84.0,0,0,0,1
40.0,467.0,254.0,84.0,0,0,0,1
40.0,467.0,252.0,83.0,0,0,0,1
40.0,467.0,257.0,84.0,0,0,0,1
40.0,467.0,259.0,83.0,0,0,0,1
40.0,467.0,254.0,76.0,0,0,0,1
40.0,467.0,256.0,76.0,0,0,0,1
40.0,467.0,253.0,75.0,0,0,0,1
40.0,467.0,260.0,76.0,0,0,0,1
40.0,467.0,252.0,75.0,0,0,0,1
40.0,467.0,254.0,93.0,0,0,0,1
40.0,467.0,257.0,94.0,0,0,0,1
40.0,467.0,253.0,94.0,0,0,0,1
40.0,467.0,253.0,94.0,0,0,0,1
40.0,467.0,250.0,95.0,0,0,0,1
40.0,467.0,257.0,95.0,0,0,0,1
40.0,467.0,255.0,76.0,0,0,0,1
40.0,467.0,255.0,77.0,0,0,0,1
40.0,467.0,254.0,77.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
40.0,467.0,255.0,68.0,0,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
40.0,467.0,254.0,68.0,0,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
40.0,467.0,254.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
40.0,467.0,250.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
40.0,467.0,255.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
53.0,189.0,257.0,68.0,0,0,0,1
40.0,467.0,254.0,68.0,0,0,0,1
68.0,186.0,258.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
68.0,189.0,250.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
49.0,186.0,256.0,68.0,0,0,0,1
40.0,467.0,250.0,68.0,0,0,0,1
61.0,190.0,254.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
61.0,185.0,257.0,68.0,0,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
42.0,191.0,251.0,68.0,0,0,0,0
40.0,467.0,254.0,68.0,0,0,0,1
50.0,188.0,254.0,68.0,0,0,0,1
40.0,467.0,250.0,68.0,0,0,0,1
50.0,185.0,251.0,68.0,0,0,0,1
40.0,467.0,257.0,68.0,0,0,0,1
52.0,189.0,250.0,68.0,0,0,0,1
40.0,467.0,255.0,68.0,0,0,0,1
67.0,186.0,254.0,68.0,0,0,0,1
40.0,467.0,250.0,68.0,0,0,0,1
67.0,190.0,253.0,68.0,0,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
48.0,191.0,251.0,68.0,0,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
60.0,188.0,253.0,68.0,0,0,0,1
40.0,467.0,258.0,68.0,0,0,0,1
60.0,193.0,252.0,68.0,0,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
42.0,191.0,251.0,68.0,0,0,0,0
40.0,467.0,256.0,68.0,0,0,0,1
50.0,186.0,257.0,68.0,0,0,0,1
40.0,467.0,254.0,68.0,0,0,0,1
50.0,183.0,251.0,68.0,0,0,0,1
40.0,467.0,254.0,68.0,0,0,0,1
65.0,188.0,251.0,68.0,1,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
68.0,187.0,254.0,68.0,1,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
68.0,187.0,254.0,68.0,1,0,0,1
40.0,467.0,250.0,68.0,0,0,0,1
68.0,192.0,254.0,68.0,1,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
71.0,188.0,253.0,68.0,1,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
71.0,189.0,255.0,68.0,1,0,0,1
40.0,467.0,257.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
48.0,189.0,250.0,68.0,0,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
53.0,186.0,254.0,68.0,0,0,0,1
68.0,190.0,257.0,68.0,0,0,0,1
68.0,190.0,250.0,68.0,0,0,0,1
49.0,190.0,253.0,68.0,0,0,0,1
40.0,467.0,257.0,68.0,0,0,0,1
61.0,192.0,257.0,68.0,0,0,0,1
61.0,189.0,257.0,68.0,0,0,0,1
42.0,186.0,254.0,68.0,0,0,0,0
50.0,187.0,250.0,68.0,0,0,0,1
50.0,184.0,251.0,68.0,0,0,0,1
52.0,184.0,250.0,68.0,0,0,0,1
67.0,188.0,252.0,68.0,0,0,0,1
40.0,467.0,258.0,68.0,0,0,0,1
67.0,187.0,257.0,68.0,0,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
48.0,187.0,252.0,68.0,0,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
60.0,186.0,255.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
40.0,467.0,254.0,68.0,0,0,0,1
60.0,190.0,253.0,68.0,0,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
42.0,192.0,253.0,68.0,0,0,0,0
50.0,186.0,251.0,68.0,0,0,0,1
40.0,467.0,250.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
50.0,191.0,252.0,68.0,0,0,0,1
65.0,189.0,253.0,68.0,1,0,0,1
40.0,467.0,254.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
68.0,189.0,251.0,68.0,1,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
68.0,187.0,257.0,68.0,1,0,0,1
40.0,467.0,255.0,68.0,0,0,0,1
68.0,185.0,253.0,68.0,1,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
71.0,193.0,256.0,68.0,1,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
71.0,189.0,254.0,68.0,1,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
48.0,193.0,255.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
40.0,467.0,256.0,68.0,0,0,0,1
40.0,467.0,255.0,68.0,0,0,0,1
40.0,467.0,253.0,68.0,0,0,0,1
40.0,467.0,251.0,68.0,0,0,0,1
40.0,467.0,252.0,68.0,0,0,0,1
